MRI-AGCM3.2H	Lmon	evspsblsoi
GISS-E2-H-CC	Lmon	prveg
HadGEM2-ES	Lmon	rMaint
MIROC-ESM-CHEM	Lmon	grassFrac
BCC-CSM1.1(m)	Amon	evspsbl
CESM1(BGC)	Lmon	cVeg
CNRM-CM5	Omon	vsfcorr
HadGEM2-ES	day	huss
IPSL-CM5B-LR	cfDay	rsus
FGOALS-g2	Amon	va
CNRM-CM5	Omon	zmeso
MIROC4h	LImon	tsn
HadGEM2-CC	Omon	bsi
CCSM4	LImon	snw
CanCM4	fx	sftgif
GFDL-ESM2G	day	ua
CSIRO-Mk3.6.0	OImon	snd
IPSL-CM5A-MR	cfMon	cllcalipso
CESM1(BGC)	Oyr	talk
ACCESS1.0	Amon	clivi
ACCESS1.0	day	huss
IPSL-CM5A-LR	aero	concso4
MIROC-ESM	Lmon	cMisc
CanAM4	cf3hr	rsutcs
MIROC-ESM	Amon	rlus
INM-CM4	Amon	tasmin
GISS-E2-H-CC	Omon	intpdiat
IPSL-CM5A-MR	Omon	fsitherm
HadGEM2-A	cfSites	hfss
IPSL-CM5A-MR	Omon	talk
IPSL-CM5A-LR	Amon	uas
CanCM4	OImon	rldssi
GFDL-CM3	day	rhsmin
HadGEM2-A	cfSites	rsu
MRI-AGCM3.2S	6hrPlev	ua
MIROC-ESM	OImon	snoToIce
MIROC-ESM-CHEM	Amon	rsuscs
BCC-CSM1.1	cfSites	ccb
HadGEM2-A	cf3hr	parasolRefl
INM-CM4	3hr	tas
NorESM1-M	day	mrro
GFDL-ESM2M	Omon	hfss
GISS-E2-H	Lmon	npp
NorESM1-M	Omon	wfo
GFDL-CM3	Omon	zos
BCC-CSM1.1	cfMon	tnhusd
BCC-CSM1.1	3hr	uas
GFDL-CM3	6hrLev	ta
GFDL-CM3	Lmon	residualFrac
CNRM-CM5	cfMon	ta
HadGEM2-ES	Amon	ua
EC-EARTH	cfSites	tnt
HadGEM2-A	cfMon	clic
IPSL-CM5B-LR	day	tossq
CMCC-CMS	Amon	cli
MPI-ESM-LR	day	ua
CNRM-CM5-2	Amon	prw
CESM1(WACCM)	Amon	rtmt
IPSL-CM5A-MR	Lmon	cRoot
MPI-ESM-P	Omon	hfx
IPSL-CM5A-LR	Lmon	cLitterAbove
CESM1(WACCM)	Lmon	cLitter
MRI-ESM1	Amon	n2o
GFDL-CM3	3hr	pr
CESM1(CAM5)	Omon	rlds
BNU-ESM	day	rhsmax
NorESM1-M	LImon	sootsn
IPSL-CM5A-LR	Omon	friver
BCC-CSM1.1(m)	fx	basin
GEOS-5	aero	wetdust
FGOALS-s2	Omon	prsn
MRI-ESM1	Amon	tauv
GFDL-CM2.1	Amon	zg
MIROC4h	aero	concso4
ACCESS1.0	Amon	rsds
GFDL-CM3	cfMon	tnta
FGOALS-s2	Amon	hur
ACCESS1.0	3hr	mrsos
CMCC-CESM	Oyr	dfe
CCSM4	cfDay	cl
MPI-ESM-P	day	ua
HadGEM2-A	cfSites	rlus
HadGEM2-ES	Omon	uo
ACCESS1.0	OImon	snd
GFDL-HIRAM-C360	Amon	rlut
GISS-E2-H	LImon	snd
CESM1(WACCM)	Omon	tos
NorESM1-M	OImon	rsussi
MIROC4h	day	rsus
GFDL-ESM2M	Lmon	grassFrac
BCC-CSM1.1	Amon	vas
IPSL-CM5B-LR	Amon	clivi
CESM1(CAM5)	Omon	omlmax
CNRM-CM5-2	Omon	hfds
CNRM-CM5	cf3hr	clwvi
HadGEM2-CC	Omon	fsfe
CESM1(BGC)	LImon	snm
BCC-CSM1.1(m)	cfMon	hus
MIROC5	cfMon	tnsclwhon
CESM1(BGC)	Lmon	evspsblsoi
MPI-ESM-MR	Omon	ph
CCSM4	Amon	rlds
MPI-ESM-LR	cfMon	mcu
CESM1(BGC)	OImon	strairy
HadGEM2-A	Lmon	mrlsl
CNRM-CM5-2	Amon	clt
CanESM2	cfDay	rsuscs
EC-EARTH	Amon	hfls
MIROC5	aero	dryss
CanCM4	Amon	rlut
GFDL-ESM2M	Oclim	difmxybo
MIROC4h	Omon	wmosq
ACCESS1.3	aero	concdms
ACCESS1.0	3hr	vas
CanAM4	cfSites	tntmp
GFDL-HIRAM-C360	day	pr
MIROC-ESM	aero	loadso4
IPSL-CM5A-MR	Omon	sfdsi
HadGEM2-A	cfSites	tnhusd
FIO-ESM	LImon	snd
CNRM-CM5-2	OImon	strairx
GISS-E2-H	aero	loadso4
CCSM4	OImon	strairy
HadGEM2-A	cfMon	tnscliemi
BNU-ESM	Amon	rlutcs
BNU-ESM	Amon	tasmin
CESM1(BGC)	fx	orog
NorESM1-M	3hr	rlus
MPI-ESM-MR	Omon	dms
MIROC-ESM-CHEM	cfDay	cltcalipso
MRI-AGCM3.2H	fx	orog
CMCC-CESM	Omon	o2
HadGEM2-ES	Oyr	expcalc
MIROC5	Omon	hfsithermds
BCC-CSM1.1	cfSites	cl
GISS-E2-H-CC	Lmon	rh
CSIRO-Mk3.6.0	Omon	thetaoga
NorESM1-M	day	huss
FGOALS-gl	Amon	ts
CMCC-CESM	Lmon	nep
GFDL-ESM2M	Amon	hcfc22global
ACCESS1.3	OImon	strairy
MIROC5	Amon	rsuscs
MPI-ESM-MR	Amon	rlus
IPSL-CM5A-MR	Omon	hfx
MRI-ESM1	OImon	hcice
HadGEM2-ES	Oyr	detoc
CSIRO-Mk3.6.0	Amon	pr
CESM1(CAM5)	Lmon	cProduct
MIROC-ESM-CHEM	cfMon	evisct
MRI-ESM1	OImon	tmelt
GISS-E2-H	3hr	clt
GFDL-ESM2M	Amon	rsdscs
BCC-CSM1.1(m)	Lmon	mrso
HadGEM2-A	aero	concsoa
NorESM1-M	Lmon	evspsblsoi
ACCESS1.0	OImon	pr
BCC-CSM1.1	cfSites	hur
IPSL-CM5A-LR	day	uas
MIROC5	Lmon	mrso
NorESM1-ME	Amon	ts
GFDL-CM3	Lmon	mrros
GFDL-HIRAM-C360	day	rlds
MIROC5	Omon	zossga
CNRM-CM5	cfSites	uas
CMCC-CMS	OImon	sit
IPSL-CM5B-LR	Omon	talk
NorESM1-M	Omon	thetao
BCC-CSM1.1	cfSites	tauu
IPSL-CM5B-LR	Lmon	fFire
MPI-ESM-P	fx	sftof
GFDL-CM3	aero	concso2
CNRM-CM5	cf3hr	hfls
IPSL-CM5B-LR	Amon	cct
MRI-CGCM3	aero	wetso2
MIROC4h	OImon	transiy
GFDL-ESM2M	aero	sconcoa
CNRM-CM5-2	OImon	sic
CanCM4	Omon	hfls
HadGEM2-ES	cfDay	cct
GFDL-CM3	Omon	masso
GISS-E2-H-CC	Amon	psl
MPI-ESM-MR	Omon	calc
INM-CM4	day	prc
CCSM4	6hrPlev	ta
GFDL-ESM2G	3hr	rsdscs
IPSL-CM5A-LR	cfMon	rlutcs4co2
MIROC5	Lmon	grassFrac
BCC-CSM1.1(m)	Amon	clivi
MRI-ESM1	Lmon	c4PftFrac
CNRM-CM5	day	snw
IPSL-CM5B-LR	cfMon	hur
MIROC-ESM	Lmon	baresoilFrac
HadGEM2-A	cfMon	clc
CNRM-CM5	Oyr	co3
CFSv2-2011	Amon	tas
CMCC-CESM	day	sfcWind
IPSL-CM5A-MR	cfDay	hur
CNRM-CM5	cfMon	hus
IPSL-CM5B-LR	Omon	co3satcalc
IPSL-CM5A-LR	Lmon	nppLeaf
IPSL-CM5B-LR	aero	loadbc
IPSL-CM5B-LR	Amon	clt
GFDL-ESM2M	OImon	streng
CNRM-CM5	cfSites	ps
CCSM4	Amon	tauv
IPSL-CM5A-LR	Oyr	co3satcalc
CCSM4	cfMon	tnhusmp
GFDL-CM3	cfDay	ua
GISS-E2-H	aero	sconcnh4
GEOS-5	Amon	n2o
CanAM4	cfSites	rldcs
CanESM2	day	hfss
CESM1(BGC)	Omon	vmo
CanAM4	cfDay	clhcalipso
GFDL-CM3	Omon	rlds
MRI-AGCM3.2H	Amon	zg
IPSL-CM5A-LR	Omon	hfx
GFDL-ESM2M	LImon	snw
GEOS-5	OImon	rsdssi
GISS-E2-R	Amon	tasmax
ACCESS1.0	3hr	rsdscs
HadGEM2-CC	day	va
ACCESS1.3	day	sfcWind
FGOALS-gl	Amon	psl
CESM1(BGC)	LImon	snd
ACCESS1.3	Omon	rsntds
CanCM4	OImon	pr
IPSL-CM5A-MR	aero	concss
CMCC-CESM	Omon	ph
CESM1(WACCM)	Amon	hfls
HadGEM2-A	cfMon	tntr
CMCC-CM	Omon	thetao
CanAM4	cfMon	rsu
BNU-ESM	Amon	prc
GFDL-ESM2G	day	mrsos
GFDL-HIRAM-C180	Amon	prc
GFDL-CM3	aero	emipoa
HadGEM2-ES	6hrLev	ta
ACCESS1.0	aero	loadbc
MRI-CGCM3	cfOff	clhcalipso
MPI-ESM-LR	cfSites	rld
FGOALS-g2	day	zg
EC-EARTH	day	pr
GFDL-ESM2M	3hr	ps
GFDL-HIRAM-C180	day	sfcWindmax
CCSM4	cfMon	hus
IPSL-CM5A-LR	Omon	thkcello
IPSL-CM5B-LR	day	sic
BCC-CSM1.1	Lmon	prveg
HadGEM2-CC	Oyr	o2
MRI-CGCM3	cfDay	rsus
GISS-E2-H	aero	emiso4
GISS-E2-R	aero	concnh4
MIROC4h	Amon	clt
CESM1(FASTCHEM)	Amon	ta
CMCC-CESM	day	sfcWindmax
INM-CM4	Amon	prsn
MRI-CGCM3	cfDay	va
MRI-CGCM3	cfDay	cllcalipso
ACCESS1.3	3hr	uas
MIROC-ESM-CHEM	aero	inc
MIROC4h	aero	drydms
MIROC4h	Amon	wap
GISS-E2-H	6hrPlev	ta
IPSL-CM5B-LR	cfMon	tntc
IPSL-CM5A-LR	cfSites	rld
GISS-E2-H	Amon	ua
CSIRO-Mk3.6.0	Amon	prsn
CanESM2	aero	wetso4
CNRM-CM5-2	Omon	uo
FGOALS-s2	OImon	sit
INM-CM4	Oyr	dissic
HadGEM2-A	aero	emidust
HadGEM2-ES	cfDay	parasolRefl
GFDL-ESM2G	Oyr	pbsi
GISS-E2-H	Amon	pr
MPI-ESM-LR	Lmon	cVeg
CNRM-CM5	OImon	prsn
IPSL-CM5A-MR	day	sfcWind
BCC-CSM1.1	cfMon	clhcalipso
MRI-ESM1	Oyr	co3satarag
MRI-ESM1	OImon	strairy
GEOS-5	Amon	rlds
MIROC5	cfMon	mcu
FGOALS-s2	Omon	tauuo
FGOALS-g2	day	tasmax
HadGEM2-ES	fx	thkcello
CMCC-CM	Lmon	tsl
IPSL-CM5B-LR	cfDay	pfull
FGOALS-s2	day	uas
ACCESS1.0	Omon	soga
HadGEM2-ES	Omon	chl
CCSM4	Amon	rtmt
MPI-ESM-MR	Omon	tauvo
CMCC-CESM	Amon	tauu
CMCC-CESM	Omon	fgco2
HadGEM2-ES	cfDay	rlds
GISS-E2-H-CC	Lmon	cSoil
CESM1(BGC)	Omon	rhopoto
GFDL-ESM2M	fx	deptho
CNRM-CM5	fx	volcello
CESM1(WACCM)	fx	sftof
GFDL-ESM2G	Oyr	talk
CMCC-CMS	day	prsn
MIROC4h	OImon	grFrazil
GISS-E2-R	aero	drydust
ACCESS1.3	OImon	transix
CESM1(CAM5)	OImon	snoToIce
IPSL-CM5A-MR	aero	loadbc
BCC-CSM1.1(m)	cfMon	pctisccp
GISS-E2-R	day	tas
GFDL-ESM2M	Omon	co3satarag
CMCC-CESM	Oyr	talk
MIROC-ESM-CHEM	Omon	spco2
ACCESS1.3	aero	od870aer
IPSL-CM5B-LR	Omon	zo2min
CESM1(BGC)	fx	thkcello
IPSL-CM5A-LR	Omon	talk
MIROC-ESM-CHEM	Lmon	mrlsl
GFDL-CM3	Omon	rsntds
IPSL-CM5A-MR	day	rhsmin
HadGEM2-ES	3hr	tas
IPSL-CM5A-LR	cfSites	rsdt
MIROC5	OImon	grCongel
CanESM2	Omon	msftmyz
MRI-CGCM3	cfMon	hur
GFDL-ESM2G	fx	orog
BCC-CSM1.1	fx	mrsofc
CNRM-CM5	Oyr	dfe
GFDL-CM3	Amon	sfcWind
CESM1(CAM5)	Omon	wmo
CMCC-CESM	Lmon	grassFrac
EC-EARTH	Amon	va
IPSL-CM5A-MR	cfSites	pfull
IPSL-CM5B-LR	Omon	chlmisc
NorESM1-M	Omon	pr
CESM1(CAM5)	OImon	evap
MPI-ESM-LR	fx	deptho
MIROC-ESM	6hrPlev	psl
HadCM3	day	huss
CESM1(BGC)	Omon	zooc
GFDL-HIRAM-C360	Lmon	pastureFrac
GISS-E2-R	Omon	wmo
IPSL-CM5B-LR	fx	orog
IPSL-CM5A-MR	Omon	hfyba
NorESM1-ME	Omon	bsi
ACCESS1.0	Omon	tauvo
HadGEM2-A	Amon	wap
CanCM4	Omon	zos
HadGEM2-A	cfSites	tnhusscpbl
GFDL-CM2.1	Amon	ps
BNU-ESM	day	ta
MIROC-ESM	cfMon	tnhusa
BCC-CSM1.1(m)	Amon	rsuscs
CCSM4	fx	sftgif
IPSL-CM5A-LR	aero	concbc
GFDL-ESM2M	Omon	vo
GFDL-CM3	Omon	msftbarot
MIROC-ESM	cfDay	hfss
INM-CM4	day	rhsmax
MIROC-ESM-CHEM	cfMon	tnhusc
IPSL-CM5B-LR	cfMon	mcu
MPI-ESM-LR	cfSites	rsdscs
IPSL-CM5A-LR	Omon	intpcalcite
ACCESS1.0	aero	emidms
IPSL-CM5A-MR	cfMon	rld
CESM1(WACCM)	Lmon	cVeg
CESM1(FASTCHEM)	Lmon	cSoilSlow
GFDL-ESM2G	Omon	dfe
MIROC5	cfDay	ta
CanESM2	Lmon	cVeg
BCC-CSM1.1	day	tasmin
GISS-E2-R	cfDay	clmcalipso
CESM1(CAM5)	Amon	rsdt
CNRM-CM5	Amon	rsdt
ACCESS1.3	Omon	zostoga
HadGEM2-A	cf3hr	zhalf
BCC-CSM1.1(m)	cfDay	wap
CESM1(CAM5)	Amon	cli
CESM1(CAM5)	cfDay	rsdt
IPSL-CM5A-LR	cfSites	ci
BCC-CSM1.1	day	hfls
GFDL-CM3	OImon	snoToIce
MRI-AGCM3.2S	day	va
HadGEM2-A	day	uas
HadGEM2-ES	Omon	dissic
CNRM-CM5	Omon	o2
CanESM2	Lmon	npp
HadGEM2-CC	6hrPlev	va
IPSL-CM5A-LR	Lmon	treeFrac
BNU-ESM	3hr	rsuscs
MIROC-ESM-CHEM	cfMon	tnhus
MPI-ESM-LR	cf3hr	cllcalipso
MIROC-ESM-CHEM	day	tas
GISS-E2-R-CC	Omon	dissic
GISS-E2-H-CC	Amon	rlutcs
CMCC-CESM	Amon	clw
CNRM-CM5-2	OImon	grLateral
MRI-AGCM3.2S	day	tas
HadGEM2-ES	aero	sconcdust
MIROC4h	aero	concoa
FIO-ESM	Lmon	evspsblveg
MIROC-ESM-CHEM	Amon	tauu
HadCM3	fx	areacella
MIROC5	aero	wetso2
CanAM4	cfDay	rlus
MIROC5	aero	od550aer
CCSM4	cfDay	ps
IPSL-CM5B-LR	Omon	tos
GISS-E2-H-CC	Amon	hfls
GISS-E2-H-CC	Lmon	tran
HadGEM2-A	cfDay	ta
GEOS-5	Omon	hfsifrazil
HadCM3	Amon	ps
GFDL-ESM2M	aero	sconcso4
FGOALS-g2	day	hur
EC-EARTH	day	va
GFDL-ESM2G	Oyr	darag
GFDL-CM2.1	Omon	uo
MIROC5	cfDay	rsdt
CESM1(WACCM)	Amon	tauv
ACCESS1.3	OImon	prsn
BNU-ESM	LImon	lwsnl
IPSL-CM5A-LR	Omon	no3
CCSM4	Lmon	fVegLitter
NorESM1-ME	Omon	fgo2
MIROC-ESM	Amon	rsdscs
GFDL-ESM2G	Oyr	phydiaz
MIROC-ESM-CHEM	Lmon	mrsos
GISS-E2-R-CC	Omon	phyn
IPSL-CM5B-LR	Omon	vo
INM-CM4	6hrPlev	ua
MIROC-ESM-CHEM	Amon	ccb
GFDL-ESM2G	Oclim	difvtrto
CanESM2	cfMon	rsu4co2
MPI-ESM-LR	Lmon	mrso
CESM1(FASTCHEM)	OImon	rldssi
CanCM4	Amon	tasmin
NorESM1-ME	aero	concbc
CMCC-CMS	Omon	zostoga
MRI-ESM1	aero	emiso4
MIROC-ESM	Lmon	gpp
MRI-AGCM3.2H	Amon	rsut
CFSv2-2011	LImon	snw
ACCESS1.3	Amon	hur
GFDL-ESM2M	Oyr	phydiat
CNRM-CM5	fx	mrsofc
MIROC5	aero	concdms
MPI-ESM-LR	cf3hr	clcalipso
FIO-ESM	Amon	ua
CNRM-CM5-2	Amon	tauv
CNRM-CM5	cf3hr	rsut
GISS-E2-R-CC	Amon	tas
CESM1(CAM5)	Amon	clivi
IPSL-CM5A-LR	cfDay	parasolRefl
CanCM4	fx	rootd
MIROC5	OImon	rsdssi
HadGEM2-A	cf3hr	clwc
MRI-CGCM3	Lmon	mrro
CESM1(FASTCHEM)	OImon	bmelt
MIROC5	Amon	clw
CSIRO-Mk3.6.0	Amon	hfss
CanAM4	Lmon	mrsos
CCSM4	Omon	hfds
MIROC-ESM	Amon	prw
GFDL-HIRAM-C180	Lmon	mrfso
MPI-ESM-P	6hrPlev	ta
BCC-CSM1.1	3hr	mrro
MRI-ESM1	Omon	co3
MPI-ESM-MR	Amon	rsds
MRI-CGCM3	cf3hr	hurs
MRI-CGCM3	aero	abs550aer
GFDL-ESM2M	Lmon	c3PftFrac
CESM1(WACCM)	LImon	snd
MIROC-ESM	cfDay	rsus
ACCESS1.0	Omon	hfx
MIROC-ESM	aero	emioa
MRI-CGCM3	Omon	hfbasin
CanAM4	cfMon	tntmp
MIROC-ESM	cfMon	clis
ACCESS1.3	Omon	zossq
HadGEM2-CC	Omon	zossga
GEOS-5	Amon	rlut
BCC-CSM1.1	cfSites	tnhusc
GFDL-ESM2G	Amon	hurs
MRI-AGCM3.2H	day	mrsos
CanESM2	Omon	msftmrhozba
BCC-CSM1.1	Lmon	gpp
MRI-CGCM3	aero	emiso4
IPSL-CM5B-LR	Amon	rlut
MPI-ESM-LR	cfDay	ua
CESM1(FASTCHEM)	Lmon	cWood
BCC-CSM1.1	Omon	hfds
ACCESS1.0	LImon	snw
FGOALS-g2	OImon	prsn
IPSL-CM5B-LR	Omon	dpco2
IPSL-CM5A-MR	cfDay	ta700
MPI-ESM-LR	Omon	uo
MPI-ESM-LR	cfMon	tnhusscpbl
IPSL-CM5A-LR	day	vas
IPSL-CM5A-LR	cfSites	tnhusa
CESM1(BGC)	Lmon	mrlsl
CESM1(BGC)	Lmon	npp
CESM1(BGC)	Omon	thetaoga
IPSL-CM5B-LR	Lmon	cWood
BCC-CSM1.1(m)	6hrPlev	ua
CESM1(CAM5)	cfMon	tnhus
CNRM-CM5	fx	areacello
GFDL-CM3	cfMon	ta
GFDL-CM3	Amon	tasmax
IPSL-CM5A-MR	Amon	tasmin
IPSL-CM5A-LR	cfSites	cct
GFDL-ESM2M	Oyr	exparag
CMCC-CESM	OImon	transiy
MRI-ESM1	aero	dryss
CESM1(CAM5)	cf3hr	reffclwc
GFDL-ESM2G	Lmon	c3PftFrac
CCSM4	Amon	rsus
CESM1(CAM5)	Lmon	mrlsl
HadGEM2-ES	aero	sconcsoa
CanAM4	day	rhsmin
INM-CM4	LImon	snm
ACCESS1.3	day	rsds
CESM1(BGC)	Amon	hur
HadGEM2-CC	day	uas
CESM1(BGC)	Omon	dissic
BNU-ESM	day	tasmin
HadGEM2-ES	Amon	rldscs
MRI-ESM1	LImon	snc
HadCM3	Lmon	evspsblveg
GEOS-5	aero	loadss
GFDL-ESM2G	Amon	rlds
IPSL-CM5A-MR	cfSites	prw
GFDL-ESM2M	Oyr	pnitrate
IPSL-CM5A-LR	cfSites	tnhus
GFDL-CM2.1	fx	sftgif
MPI-ESM-P	Lmon	mrso
CCSM4	Lmon	cWood
HadGEM2-A	cfMon	mcu
FIO-ESM	Omon	so
CNRM-CM5	cfDay	rlutcs
FGOALS-g2	cf3hr	clcalipso
IPSL-CM5A-LR	Lmon	landCoverFrac
NorESM1-M	day	sit
BNU-ESM	day	ua
GFDL-ESM2M	Amon	co2mass
CSIRO-Mk3.6.0	Omon	wfo
HadGEM2-A	cf3hr	cltcalipso
MIROC-ESM	Amon	hfss
MIROC-ESM	Amon	clwvi
MIROC-ESM-CHEM	aero	loadss
HadGEM2-A	cfDay	ps
MIROC-ESM	day	rhs
INM-CM4	cfMon	tnhusa
GISS-E2-R	day	tossq
IPSL-CM5A-MR	Oyr	no3
CanAM4	Amon	rlds
GFDL-CM3	OImon	sic
GFDL-HIRAM-C360	Amon	cfc11global
MPI-ESM-MR	Omon	mlotstsq
HadGEM2-A	cfSites	sbl
IPSL-CM5B-LR	Lmon	baresoilFrac
MRI-CGCM3	aero	inc
MRI-ESM1	Lmon	cLeaf
CCSM4	cfMon	tnhusc
HadGEM2-A	cfMon	tnsclwa
MRI-ESM1	fx	sftof
MRI-AGCM3.2H	day	rsus
CNRM-CM5	Amon	rsutcs
FGOALS-s2	cfDay	ps
GISS-E2-H-CC	Omon	chlmisc
GFDL-CM3	3hr	rlds
MRI-AGCM3.2H	Amon	rlutcs
CESM1(CAM5)	OImon	tsice
MRI-ESM1	Lmon	landCoverFrac
MIROC4h	Amon	tro3
BCC-CSM1.1	3hr	rldscs
MPI-ESM-P	Amon	rsus
HadGEM2-A	Amon	psl
MPI-ESM-P	Omon	zos
CanESM2	aero	drydms
MIROC5	aero	concoa
MIROC5	day	va
GFDL-ESM2M	Oyr	talk
CanAM4	aero	wetdms
CSIRO-Mk3.6.0	Omon	vo
CESM1(CAM5)	Lmon	mrso
IPSL-CM5A-LR	cfMon	rsd
MIROC4h	Omon	thetaoga
MIROC5	cfMon	clhcalipso
HadGEM2-ES	Omon	fgco2
NorESM1-ME	Oyr	detoc
INM-CM4	Amon	ts
HadGEM2-CC	aero	concss
MPI-ESM-MR	Omon	fddtalk
MIROC-ESM-CHEM	Amon	clivi
MPI-ESM-P	OImon	sic
GISS-E2-R	aero	emiso2
MPI-ESM-LR	cf3hr	clcalipso2
GFDL-ESM2M	aero	loadso4
CSIRO-Mk3.6.0	Omon	tauuo
MRI-CGCM3	Amon	rsds
GFDL-CM3	day	rhs
FGOALS-g2	Amon	ps
GISS-E2-H-CC	Amon	mc
GISS-E2-R-CC	fx	rootd
MRI-CGCM3	cfSites	pr
BCC-CSM1.1	Lmon	tran
IPSL-CM5A-MR	OImon	prsn
MIROC-ESM-CHEM	aero	wetbc
IPSL-CM5A-MR	cfMon	clhcalipso
GFDL-ESM2G	Amon	ta
MIROC5	cfMon	clic
MIROC-ESM-CHEM	6hrLev	ta
IPSL-CM5B-LR	Amon	cli
GFDL-CM3	cfMon	hus
CNRM-CM5	cfMon	clic
CanAM4	day	rlut
CESM1(BGC)	Amon	rtmt
GFDL-ESM2M	Oyr	expcfe
MIROC5	day	prsn
HadGEM2-ES	3hr	rsdsdiff
CSIRO-Mk3.6.0	day	rhsmax
IPSL-CM5A-MR	Omon	vsfsit
GISS-E2-R	Amon	rsds
MIROC5	cfDay	rsutcs
HadGEM2-CC	Lmon	c3PftFrac
MPI-ESM-LR	cfSites	rsut
MRI-CGCM3	Amon	sbl
IPSL-CM5A-MR	aero	sconcdust
IPSL-CM5A-LR	cfSites	rsu
HadGEM2-CC	Omon	mfo
MPI-ESM-LR	Omon	bsi
IPSL-CM5A-LR	day	hus
CCSM4	cfDay	pctisccp
MIROC4h	day	uas
FGOALS-g2	Amon	clivi
HadGEM2-A	cfMon	tnsclwce
CCSM4	cfMon	tntscpbl
