CMIP3,A1B,bccr_bcm2_0,Northern Europe,NEU,land, 0.26,0.49,0.31,0.03,0.2, 3.99,5.55,3.89,2.6,3.92, 
CMIP3,A1B,bccr_bcm2_0,South America: Amazon,AMZ,land, 0.24,0.26,0.26,0.01,0.44, 2.77,2.62,2.68,2.94,2.86, 
CMIP3,A1B,bccr_bcm2_0,South Asia,SAS,land, 0.31,0.15,0.01,0.55,0.54, 2.43,2.56,2.52,2.31,2.33, 
CMIP3,A1B,bccr_bcm2_0,South Australia/New Zealand,SAU,land, 0.09,0.05,0.13,0.14,0.03, 2.32,2.41,2.44,2.23,2.2, 
CMIP3,A1B,bccr_bcm2_0,Southeast Asia (sea),SEA,sea, 0.27,0.12,0.21,0.48,0.27, 2.05,2.0,2.07,2.07,2.06, 
CMIP3,A1B,bccr_bcm2_0,Southeastern South America,SSA,land, 0.26,0.29,0.31,0.22,0.22, 2.71,2.74,2.52,2.64,2.96, 
CMIP3,A1B,bccr_bcm2_0,Southern Africa,SAF,land, 0.07,0.19,0.17,-0.03,-0.04, 2.54,2.56,2.5,2.53,2.57, 
CMIP3,A1B,bccr_bcm2_0,Southern Europe/Mediterranean,MED,land, -0.26,-0.3,-0.3,-0.18,-0.27, 2.44,1.91,2.64,2.98,2.23, 
CMIP3,A1B,bccr_bcm2_0,Tibetan Plateau,TIB,land, 0.15,0.14,0.19,0.13,0.15, 3.04,3.61,2.74,2.98,2.83, 
CMIP3,A1B,bccr_bcm2_0,West Africa,WAF,land, 0.2,0.17,0.19,0.26,0.17, 2.6,2.57,2.61,2.56,2.65, 
CMIP3,A1B,bccr_bcm2_0,West Asia,WAS,land, -0.1,0.01,-0.12,-0.2,-0.08, 2.93,2.63,3.16,3.23,2.72, 
CMIP3,A1B,bccr_bcm2_0,West Coast South America,WSA,land, -0.06,-0.02,-0.05,-0.15,-0.02, 2.29,2.34,2.2,2.23,2.39, 
CMIP3,A1B,bccr_bcm2_0,West North America,WNA,land, 0.07,0.14,-0.01,-0.01,0.17, 2.83,2.84,2.47,3.02,2.97, 
CMIP3,A1B,cccma_cgcm3_1,Africa: Sahara,SAH,land, -0.07,-0.03,-0.1,-0.1,-0.06, 3.59,3.27,3.73,3.86,3.5, 
CMIP3,A1B,cccma_cgcm3_1,Alaska/NW Canada,ALA,land, 0.28,0.33,0.18,0.29,0.3, 4.32,6.98,3.49,2.42,4.39, 
CMIP3,A1B,cccma_cgcm3_1,Australia/North Australia,NAU,land, 0.32,0.42,0.55,0.22,0.1, 2.83,2.98,2.9,2.66,2.77, 
CMIP3,A1B,cccma_cgcm3_1,Central America,CAM,land, -0.31,0.08,-0.07,-0.7,-0.54, 2.86,2.77,2.95,2.82,2.91, 
CMIP3,A1B,cccma_cgcm3_1,Central Asia,CAS,land, 0.02,0.1,-0.23,0.11,0.09, 3.79,3.84,3.99,3.93,3.41, 
CMIP3,A1B,cccma_cgcm3_1,Central Europe,CEU,land, 0.12,0.29,0.21,-0.15,0.12, 2.73,3.05,2.85,2.47,2.55, 
CMIP3,A1B,cccma_cgcm3_1,Central North America,CNA,land, 0.18,0.21,0.1,0.24,0.17, 3.18,2.94,3.4,3.3,3.07, 
CMIP3,A1B,cccma_cgcm3_1,East Africa,EAF,land, 0.16,0.28,0.31,-0.1,0.17, 3.09,2.99,3.09,3.12,3.15, 
CMIP3,A1B,cccma_cgcm3_1,Eastern Asia,EAS,land, 0.24,0.12,0.25,0.33,0.28, 2.69,2.97,2.4,2.71,2.67, 
CMIP3,A1B,cccma_cgcm3_1,Eastern North America,ENA,land, 0.12,0.57,0.02,-0.27,0.13, 2.91,3.16,2.95,2.75,2.79, 
CMIP3,A1B,cccma_cgcm3_1,High-latitudes: Canada/Greenland/Iceland,CGI,land, 0.21,0.2,0.18,0.2,0.25, 3.6,5.75,3.09,2.01,3.56, 
CMIP3,A1B,cccma_cgcm3_1,North Asia,NAS,land, 0.22,0.18,0.23,0.27,0.21, 3.46,4.6,2.87,2.84,3.53, 
CMIP3,A1B,cccma_cgcm3_1,Northeast Brazil,NEB,land, -0.32,-0.52,-0.4,-0.24,-0.13, 3.15,3.14,2.8,3.03,3.64, 
CMIP3,A1B,cccma_cgcm3_1,Northern Europe,NEU,land, 0.15,0.16,0.14,0.05,0.23, 2.23,2.88,2.43,1.72,1.89, 
CMIP3,A1B,cccma_cgcm3_1,South America: Amazon,AMZ,land, -0.01,0.15,0.07,-0.15,-0.12, 3.45,3.4,3.12,3.7,3.6, 
CMIP3,A1B,cccma_cgcm3_1,South Asia,SAS,land, 0.49,0.12,0.36,0.96,0.51, 2.87,3.13,3.21,2.44,2.71, 
CMIP3,A1B,cccma_cgcm3_1,South Australia/New Zealand,SAU,land, -0.04,-0.15,0.02,0.06,-0.08, 2.26,2.41,2.31,2.15,2.15, 
CMIP3,A1B,cccma_cgcm3_1,Southeast Asia (sea),SEA,sea, 0.43,0.3,0.5,0.47,0.43, 2.38,2.36,2.33,2.4,2.42, 
CMIP3,A1B,cccma_cgcm3_1,Southeastern South America,SSA,land, 0.15,0.31,0.21,-0.01,0.11, 2.36,2.27,2.29,2.49,2.39, 
CMIP3,A1B,cccma_cgcm3_1,Southern Africa,SAF,land, -0.06,0.14,-0.06,-0.19,-0.12, 2.69,2.51,2.62,2.81,2.81, 
CMIP3,A1B,cccma_cgcm3_1,Southern Europe/Mediterranean,MED,land, -0.16,-0.1,-0.1,-0.23,-0.2, 3.27,2.81,3.15,3.83,3.28, 
CMIP3,A1B,cccma_cgcm3_1,Tibetan Plateau,TIB,land, 0.16,0.07,0.15,0.27,0.16, 3.67,4.42,3.09,3.82,3.33, 
CMIP3,A1B,cccma_cgcm3_1,West Africa,WAF,land, 0.07,0.09,-0.04,0.16,0.06, 2.97,2.94,2.97,2.93,3.02, 
CMIP3,A1B,cccma_cgcm3_1,West Asia,WAS,land, 0.03,0.08,-0.17,0.05,0.15, 3.61,3.22,3.92,3.7,3.6, 
CMIP3,A1B,cccma_cgcm3_1,West Coast South America,WSA,land, -0.07,-0.12,-0.12,0.01,-0.04, 2.61,2.67,2.53,2.64,2.59, 
CMIP3,A1B,cccma_cgcm3_1,West North America,WNA,land, 0.16,0.2,0.15,0.07,0.21, 2.97,3.32,2.61,3.17,2.78, 
CMIP3,A1B,cccma_cgcm3_1_t6,Africa: Sahara,SAH,land, -0.12,-0.02,-0.14,-0.2,-0.11, 4.09,3.71,4.38,4.28,3.98, 
CMIP3,A1B,cccma_cgcm3_1_t6,Alaska/NW Canada,ALA,land, 0.28,0.31,0.19,0.27,0.36, 5.31,8.53,4.46,2.59,5.67, 
CMIP3,A1B,cccma_cgcm3_1_t6,Australia/North Australia,NAU,land, 0.21,0.45,0.23,0.11,0.05, 3.33,3.29,3.37,3.21,3.44, 
CMIP3,A1B,cccma_cgcm3_1_t6,Central America,CAM,land, -0.49,0.06,-0.1,-1.09,-0.83, 2.97,2.83,2.99,3.05,3.02, 
CMIP3,A1B,cccma_cgcm3_1_t6,Central Asia,CAS,land, 0.01,0.04,-0.13,0.06,0.07, 4.21,4.28,4.42,4.15,3.98, 
CMIP3,A1B,cccma_cgcm3_1_t6,Central Europe,CEU,land, 0.14,0.36,0.27,-0.09,0.04, 3.15,3.53,3.32,2.87,2.89, 
CMIP3,A1B,cccma_cgcm3_1_t6,Central North America,CNA,land, 0.14,0.14,0.14,0.02,0.26, 3.56,3.64,3.35,3.68,3.59, 
CMIP3,A1B,cccma_cgcm3_1_t6,East Africa,EAF,land, 0.16,0.25,0.48,-0.13,0.04, 3.51,3.56,3.32,3.64,3.52, 
CMIP3,A1B,cccma_cgcm3_1_t6,Eastern Asia,EAS,land, 0.22,0.0,0.27,0.39,0.21, 2.94,3.22,2.7,2.99,2.86, 
CMIP3,A1B,cccma_cgcm3_1_t6,Eastern North America,ENA,land, 0.18,0.67,0.2,-0.25,0.11, 2.99,3.24,2.89,2.82,3.02, 
CMIP3,A1B,cccma_cgcm3_1_t6,High-latitudes: Canada/Greenland/Iceland,CGI,land, 0.26,0.26,0.22,0.24,0.31, 4.97,7.68,4.53,2.52,5.17, 
CMIP3,A1B,cccma_cgcm3_1_t6,North Asia,NAS,land, 0.23,0.22,0.22,0.26,0.21, 4.48,6.5,3.82,3.21,4.39, 
CMIP3,A1B,cccma_cgcm3_1_t6,Northeast Brazil,NEB,land, -0.16,-0.39,-0.06,-0.07,-0.09, 3.36,3.3,3.15,3.25,3.74, 
CMIP3,A1B,cccma_cgcm3_1_t6,Northern Europe,NEU,land, 0.27,0.42,0.23,0.11,0.32, 4.04,5.59,4.69,2.74,3.16, 
CMIP3,A1B,cccma_cgcm3_1_t6,South America: Amazon,AMZ,land, -0.11,0.02,-0.04,-0.09,-0.31, 3.88,3.91,3.53,3.94,4.13, 
CMIP3,A1B,cccma_cgcm3_1_t6,South Asia,SAS,land, 0.44,0.11,0.21,0.92,0.5, 3.21,3.42,3.51,2.84,3.05, 
CMIP3,A1B,cccma_cgcm3_1_t6,South Australia/New Zealand,SAU,land, 0.03,-0.06,0.08,0.04,0.06, 2.8,2.86,2.89,2.77,2.7, 
CMIP3,A1B,cccma_cgcm3_1_t6,Southeast Asia (sea),SEA,sea, 0.4,0.42,0.51,0.36,0.3, 2.69,2.68,2.67,2.71,2.72, 
CMIP3,A1B,cccma_cgcm3_1_t6,Southeastern South America,SSA,land, 0.26,0.42,0.18,0.19,0.22, 2.99,2.85,2.94,3.17,2.99, 
CMIP3,A1B,cccma_cgcm3_1_t6,Southern Africa,SAF,land, -0.03,0.22,-0.05,-0.16,-0.13, 2.96,2.85,2.97,2.96,3.08, 
CMIP3,A1B,cccma_cgcm3_1_t6,Southern Europe/Mediterranean,MED,land, -0.17,-0.05,-0.13,-0.26,-0.22, 3.49,3.03,3.43,4.05,3.45, 
CMIP3,A1B,cccma_cgcm3_1_t6,Tibetan Plateau,TIB,land, 0.17,0.06,0.2,0.27,0.15, 3.94,4.52,3.47,4.03,3.76, 
CMIP3,A1B,cccma_cgcm3_1_t6,West Africa,WAF,land, -0.07,0.04,-0.24,0.01,-0.09, 3.36,3.41,3.39,3.24,3.39, 
CMIP3,A1B,cccma_cgcm3_1_t6,West Asia,WAS,land, 0.02,0.08,-0.12,0.01,0.12, 4.0,3.73,4.2,4.05,4.02, 
CMIP3,A1B,cccma_cgcm3_1_t6,West Coast South America,WSA,land, -0.03,-0.03,-0.09,0.01,-0.02, 3.07,3.09,3.06,2.99,3.12, 
CMIP3,A1B,cccma_cgcm3_1_t6,West North America,WNA,land, 0.21,0.32,0.13,0.07,0.31, 3.53,4.38,3.11,3.32,3.32, 
CMIP3,A1B,cnrm_cm3,Africa: Sahara,SAH,land, 0.04,-0.01,-0.01,-0.03,0.19, 3.69,3.41,3.63,4.01,3.73, 
CMIP3,A1B,cnrm_cm3,Alaska/NW Canada,ALA,land, 0.25,0.26,0.17,0.31,0.27, 3.83,5.92,2.47,2.01,4.93, 
CMIP3,A1B,cnrm_cm3,Australia/North Australia,NAU,land, 0.17,0.27,0.49,-0.04,-0.06, 2.89,2.99,2.79,2.76,3.01, 
CMIP3,A1B,cnrm_cm3,Central America,CAM,land, -0.08,-0.22,-0.06,-0.07,0.01, 3.0,3.0,3.21,2.86,2.95, 
CMIP3,A1B,cnrm_cm3,Central Asia,CAS,land, 0.02,0.05,-0.12,0.02,0.13, 3.96,3.43,4.48,4.3,3.63, 
CMIP3,A1B,cnrm_cm3,Central Europe,CEU,land, -0.19,0.28,-0.11,-0.55,-0.38, 3.13,3.34,2.49,3.85,2.86, 
CMIP3,A1B,cnrm_cm3,Central North America,CNA,land, -0.18,0.01,-0.01,-0.41,-0.29, 4.18,4.05,3.87,4.43,4.37, 
CMIP3,A1B,cnrm_cm3,East Africa,EAF,land, 0.44,0.79,0.36,-0.08,0.68, 3.35,3.47,3.33,3.29,3.31, 
CMIP3,A1B,cnrm_cm3,Eastern Asia,EAS,land, 0.1,-0.01,0.05,0.33,0.03, 3.17,3.64,3.22,3.01,2.82, 
CMIP3,A1B,cnrm_cm3,Eastern North America,ENA,land, -0.02,0.07,-0.11,-0.18,0.15, 2.69,2.71,2.29,2.83,2.93, 
CMIP3,A1B,cnrm_cm3,High-latitudes: Canada/Greenland/Iceland,CGI,land, 0.03,-0.09,0.0,0.09,0.11, 2.4,3.52,1.5,1.62,2.97, 
CMIP3,A1B,cnrm_cm3,North Asia,NAS,land, 0.25,0.34,0.3,0.11,0.27, 4.08,6.23,3.06,2.67,4.38, 
CMIP3,A1B,cnrm_cm3,Northeast Brazil,NEB,land, 0.68,1.86,0.16,-0.09,0.8, 2.96,2.54,2.81,3.32,3.16, 
CMIP3,A1B,cnrm_cm3,Northern Europe,NEU,land, 0.17,0.51,0.14,-0.08,0.11, 3.07,4.35,2.68,2.32,2.91, 
CMIP3,A1B,cnrm_cm3,South America: Amazon,AMZ,land, 0.05,0.04,0.23,-0.23,0.15, 3.56,3.69,3.19,3.63,3.71, 
CMIP3,A1B,cnrm_cm3,South Asia,SAS,land, 0.45,-0.09,0.15,0.49,1.25, 2.93,2.91,3.17,2.79,2.87, 
CMIP3,A1B,cnrm_cm3,South Australia/New Zealand,SAU,land, -0.06,-0.08,-0.1,-0.08,0.04, 1.91,1.77,1.95,2.02,1.89, 
CMIP3,A1B,cnrm_cm3,Southeast Asia (sea),SEA,sea, 0.15,0.02,0.25,0.28,0.06, 2.48,2.47,2.52,2.44,2.48, 
CMIP3,A1B,cnrm_cm3,Southeastern South America,SSA,land, 0.12,0.11,0.23,0.11,0.05, 2.35,2.47,2.28,2.15,2.5, 
CMIP3,A1B,cnrm_cm3,Southern Africa,SAF,land, 0.05,0.24,0.23,-0.06,-0.2, 2.95,2.89,2.81,2.97,3.14, 
CMIP3,A1B,cnrm_cm3,Southern Europe/Mediterranean,MED,land, -0.21,-0.28,-0.25,-0.16,-0.17, 3.21,2.36,3.05,4.26,3.16, 
CMIP3,A1B,cnrm_cm3,Tibetan Plateau,TIB,land, 0.18,0.13,0.22,0.25,0.12, 3.88,4.11,4.05,3.58,3.78, 
CMIP3,A1B,cnrm_cm3,West Africa,WAF,land, 0.49,0.57,0.56,0.32,0.52, 3.3,3.62,3.17,3.11,3.31, 
CMIP3,A1B,cnrm_cm3,West Asia,WAS,land, 0.02,0.03,-0.06,-0.25,0.35, 3.77,3.25,3.92,4.32,3.59, 
CMIP3,A1B,cnrm_cm3,West Coast South America,WSA,land, -0.14,-0.25,-0.06,-0.12,-0.12, 2.5,2.64,2.33,2.44,2.6, 
CMIP3,A1B,cnrm_cm3,West North America,WNA,land, -0.04,0.14,-0.21,-0.19,0.1, 2.93,2.82,2.28,3.58,3.05, 
CMIP3,A1B,csiro_mk3_0,Africa: Sahara,SAH,land, -0.0,-0.01,-0.0,0.0,0.01, 2.56,2.25,2.47,2.99,2.52, 
CMIP3,A1B,csiro_mk3_0,Alaska/NW Canada,ALA,land, 0.16,0.14,0.11,0.12,0.28, 3.65,4.71,3.41,2.05,4.44, 
CMIP3,A1B,csiro_mk3_0,Australia/North Australia,NAU,land, -0.24,-0.12,-0.32,-0.32,-0.21, 2.1,2.04,2.04,2.09,2.23, 
CMIP3,A1B,csiro_mk3_0,Central America,CAM,land, -0.25,-0.19,-0.24,-0.29,-0.3, 1.79,1.64,1.75,1.89,1.89, 
CMIP3,A1B,csiro_mk3_0,Central Asia,CAS,land, 0.03,0.15,-0.02,-0.01,0.02, 3.04,2.66,3.09,3.31,3.09, 
CMIP3,A1B,csiro_mk3_0,Central Europe,CEU,land, 0.02,0.1,0.06,0.02,-0.08, 2.12,2.29,1.69,2.54,1.96, 
CMIP3,A1B,csiro_mk3_0,Central North America,CNA,land, 0.02,-0.06,0.1,-0.02,0.07, 2.76,3.57,1.91,2.75,2.81, 
CMIP3,A1B,csiro_mk3_0,East Africa,EAF,land, 0.03,-0.02,-0.21,0.04,0.29, 2.29,2.16,2.41,2.43,2.15, 
CMIP3,A1B,csiro_mk3_0,Eastern Asia,EAS,land, -0.0,-0.05,-0.05,0.07,0.03, 2.15,2.28,2.07,2.09,2.15, 
CMIP3,A1B,csiro_mk3_0,Eastern North America,ENA,land, 0.11,0.31,0.07,-0.08,0.15, 2.14,2.69,1.77,1.99,2.13, 
CMIP3,A1B,csiro_mk3_0,High-latitudes: Canada/Greenland/Iceland,CGI,land, 0.11,0.13,0.09,0.08,0.15, 2.82,4.69,2.54,1.09,2.95, 
CMIP3,A1B,csiro_mk3_0,North Asia,NAS,land, 0.13,0.12,0.17,0.05,0.17, 2.91,3.59,2.48,2.14,3.45, 
CMIP3,A1B,csiro_mk3_0,Northeast Brazil,NEB,land, 0.19,0.16,0.7,-0.03,-0.1, 2.25,2.16,2.07,2.35,2.41, 
CMIP3,A1B,csiro_mk3_0,Northern Europe,NEU,land, 0.2,0.28,0.16,0.05,0.29, 4.18,6.3,3.76,2.63,4.01, 
CMIP3,A1B,csiro_mk3_0,South America: Amazon,AMZ,land, -0.12,-0.07,-0.05,-0.04,-0.3, 2.62,2.41,2.26,2.88,2.94, 
CMIP3,A1B,csiro_mk3_0,South Asia,SAS,land, 0.13,-0.1,-0.13,0.3,0.44, 2.23,2.22,2.32,2.23,2.16, 
CMIP3,A1B,csiro_mk3_0,South Australia/New Zealand,SAU,land, -0.06,-0.04,-0.05,-0.04,-0.1, 1.45,1.48,1.45,1.44,1.44, 
CMIP3,A1B,csiro_mk3_0,Southeast Asia (sea),SEA,sea, 0.22,0.17,0.32,0.19,0.19, 1.72,1.73,1.75,1.73,1.69, 
CMIP3,A1B,csiro_mk3_0,Southeastern South America,SSA,land, 0.09,0.12,0.1,0.04,0.11, 1.56,1.57,1.54,1.65,1.49, 
CMIP3,A1B,csiro_mk3_0,Southern Africa,SAF,land, -0.1,0.03,-0.19,-0.1,-0.13, 1.96,1.83,1.96,1.99,2.07, 
CMIP3,A1B,csiro_mk3_0,Southern Europe/Mediterranean,MED,land, -0.09,-0.08,-0.13,-0.03,-0.15, 1.91,1.45,1.74,2.47,1.99, 
CMIP3,A1B,csiro_mk3_0,Tibetan Plateau,TIB,land, 0.09,0.11,0.11,0.06,0.09, 2.97,3.03,3.03,2.88,2.95, 
CMIP3,A1B,csiro_mk3_0,West Africa,WAF,land, -0.14,-0.24,-0.08,-0.13,-0.1, 2.22,2.25,2.35,2.23,2.06, 
CMIP3,A1B,csiro_mk3_0,West Asia,WAS,land, -0.01,0.03,-0.09,-0.02,0.03, 2.59,1.96,2.48,3.1,2.82, 
CMIP3,A1B,csiro_mk3_0,West Coast South America,WSA,land, -0.05,-0.12,-0.04,-0.03,-0.01, 1.91,1.9,1.86,1.96,1.91, 
CMIP3,A1B,csiro_mk3_0,West North America,WNA,land, 0.14,0.36,0.03,0.05,0.13, 2.17,2.56,1.63,2.15,2.34, 
CMIP3,A1B,csiro_mk3_5,Africa: Sahara,SAH,land, 0.01,0.02,0.23,-0.32,0.08, 4.17,4.2,4.02,4.81,3.64, 
CMIP3,A1B,csiro_mk3_5,Alaska/NW Canada,ALA,land, 0.23,0.12,0.1,-0.07,0.75, 4.87,5.95,4.06,4.05,5.42, 
CMIP3,A1B,csiro_mk3_5,Australia/North Australia,NAU,land, -0.36,-0.85,-0.86,0.2,0.06, 4.06,3.56,4.7,3.96,4.03, 
CMIP3,A1B,csiro_mk3_5,Central America,CAM,land, -0.19,-0.35,-0.19,0.41,-0.61, 3.18,3.66,3.42,2.91,2.72, 
CMIP3,A1B,csiro_mk3_5,Central Asia,CAS,land, 0.09,-0.09,0.48,0.06,-0.11, 3.48,3.21,3.98,3.47,3.27, 
CMIP3,A1B,csiro_mk3_5,Central Europe,CEU,land, 0.09,-0.25,0.2,0.11,0.28, 1.94,0.34,2.03,2.73,2.65, 
CMIP3,A1B,csiro_mk3_5,Central North America,CNA,land, 0.53,0.92,0.31,0.64,0.23, 3.03,2.36,3.78,2.2,3.8, 
CMIP3,A1B,csiro_mk3_5,East Africa,EAF,land, 0.18,1.13,-0.23,0.17,-0.36, 3.76,3.95,4.22,3.59,3.27, 
CMIP3,A1B,csiro_mk3_5,Eastern Asia,EAS,land, 0.25,-0.4,0.53,0.42,0.46, 2.97,2.3,2.84,4.0,2.75, 
CMIP3,A1B,csiro_mk3_5,Eastern North America,ENA,land, 0.71,2.17,0.37,-0.06,0.37, 3.2,3.88,3.09,2.89,2.95, 
CMIP3,A1B,csiro_mk3_5,High-latitudes: Canada/Greenland/Iceland,CGI,land, 0.24,0.15,0.28,0.21,0.31, 3.06,3.88,2.75,1.85,3.77, 
CMIP3,A1B,csiro_mk3_5,North Asia,NAS,land, 0.32,0.27,0.35,0.38,0.3, 4.41,6.61,3.39,2.93,4.71, 
CMIP3,A1B,csiro_mk3_5,Northeast Brazil,NEB,land, -0.56,-0.65,-1.1,-0.03,-0.46, 4.13,4.22,4.83,4.07,3.39, 
CMIP3,A1B,csiro_mk3_5,Northern Europe,NEU,land, 0.43,0.59,0.15,0.23,0.75, 2.16,2.95,2.38,1.63,1.67, 
CMIP3,A1B,csiro_mk3_5,South America: Amazon,AMZ,land, -0.8,-1.58,-1.59,0.13,-0.15, 5.3,6.77,6.11,4.35,3.99, 
CMIP3,A1B,csiro_mk3_5,South Asia,SAS,land, 0.33,-1.31,-0.16,0.83,1.94, 3.22,3.45,3.48,3.36,2.61, 
CMIP3,A1B,csiro_mk3_5,South Australia/New Zealand,SAU,land, -0.03,-0.07,-0.13,-0.03,0.13, 2.67,2.39,3.07,2.58,2.65, 
CMIP3,A1B,csiro_mk3_5,Southeast Asia (sea),SEA,sea, -0.33,-0.5,-1.39,0.63,-0.05, 2.46,2.26,2.38,2.74,2.45, 
CMIP3,A1B,csiro_mk3_5,Southeastern South America,SSA,land, 0.5,0.88,0.91,0.1,0.12, 1.68,2.39,1.52,1.03,1.79, 
CMIP3,A1B,csiro_mk3_5,Southern Africa,SAF,land, 0.04,0.0,0.35,-0.11,-0.07, 2.97,2.6,3.42,3.05,2.79, 
CMIP3,A1B,csiro_mk3_5,Southern Europe/Mediterranean,MED,land, -0.17,-0.25,-0.08,-0.14,-0.2, 3.02,1.87,2.65,3.85,3.72, 
CMIP3,A1B,csiro_mk3_5,Tibetan Plateau,TIB,land, 0.15,-0.07,0.61,0.04,-0.0, 4.35,3.77,5.76,4.17,3.69, 
CMIP3,A1B,csiro_mk3_5,West Africa,WAF,land, 0.03,0.26,0.21,-0.41,0.08, 3.7,3.94,3.86,3.83,3.19, 
CMIP3,A1B,csiro_mk3_5,West Asia,WAS,land, 0.14,0.05,0.4,-0.0,0.11, 3.04,2.81,2.48,3.58,3.29, 
CMIP3,A1B,csiro_mk3_5,West Coast South America,WSA,land, -0.35,-0.61,-0.3,-0.46,-0.02, 3.09,3.75,3.53,2.48,2.59, 
CMIP3,A1B,csiro_mk3_5,West North America,WNA,land, 0.32,0.35,0.64,0.2,0.08, 2.86,2.12,2.57,2.79,3.97, 
CMIP3,A1B,gfdl_cm2_0,Africa: Sahara,SAH,land, -0.17,-0.02,-0.02,-0.43,-0.21, 3.85,3.02,3.66,4.51,4.21, 
CMIP3,A1B,gfdl_cm2_0,Alaska/NW Canada,ALA,land, 0.26,0.3,0.24,0.17,0.34, 4.96,7.65,5.02,2.32,4.84, 
CMIP3,A1B,gfdl_cm2_0,Australia/North Australia,NAU,land, -0.19,-0.07,-0.41,-0.15,-0.11, 3.1,2.96,3.12,3.06,3.27, 
CMIP3,A1B,gfdl_cm2_0,Central America,CAM,land, -0.1,0.08,-0.1,-0.47,0.08, 2.76,2.39,2.82,2.96,2.86, 
CMIP3,A1B,gfdl_cm2_0,Central Asia,CAS,land, -0.17,-0.04,-0.2,-0.27,-0.15, 4.32,3.69,4.57,4.83,4.2, 
CMIP3,A1B,gfdl_cm2_0,Central Europe,CEU,land, -0.11,0.29,0.11,-0.6,-0.23, 3.93,4.86,3.56,3.6,3.71, 
CMIP3,A1B,gfdl_cm2_0,Central North America,CNA,land, -0.15,0.09,0.16,-0.66,-0.19, 4.56,4.02,3.61,5.97,4.65, 
CMIP3,A1B,gfdl_cm2_0,East Africa,EAF,land, 0.08,0.34,0.21,-0.27,0.05, 3.21,2.97,3.13,3.54,3.19, 
CMIP3,A1B,gfdl_cm2_0,Eastern Asia,EAS,land, 0.17,0.1,0.17,0.42,-0.0, 3.48,4.11,3.12,3.19,3.48, 
CMIP3,A1B,gfdl_cm2_0,Eastern North America,ENA,land, 0.08,0.26,-0.07,-0.17,0.29, 3.39,3.46,3.23,3.52,3.35, 
CMIP3,A1B,gfdl_cm2_0,High-latitudes: Canada/Greenland/Iceland,CGI,land, 0.26,0.32,0.22,0.17,0.32, 4.2,6.18,4.19,2.4,4.04, 
CMIP3,A1B,gfdl_cm2_0,North Asia,NAS,land, 0.22,0.29,0.28,0.03,0.28, 5.22,6.97,5.43,3.13,5.34, 
CMIP3,A1B,gfdl_cm2_0,Northeast Brazil,NEB,land, -0.51,-0.81,-0.87,-0.11,-0.26, 3.16,3.24,3.37,2.95,3.06, 
CMIP3,A1B,gfdl_cm2_0,Northern Europe,NEU,land, 0.28,0.48,0.31,0.02,0.31, 4.55,6.69,4.93,2.66,3.91, 
CMIP3,A1B,gfdl_cm2_0,South America: Amazon,AMZ,land, -0.25,-0.21,0.14,-0.16,-0.77, 3.96,3.76,3.38,4.14,4.57, 
CMIP3,A1B,gfdl_cm2_0,South Asia,SAS,land, 0.18,-0.05,-0.13,0.31,0.58, 3.27,3.51,3.21,3.15,3.21, 
CMIP3,A1B,gfdl_cm2_0,South Australia/New Zealand,SAU,land, -0.15,-0.17,-0.11,-0.12,-0.19, 1.87,1.79,1.84,1.92,1.92, 
